num_tokens,num_unique_words,sentiment_polarity,sentiment_subjectivity,flesch_reading_ease,wikipedia_id,metascore,imdb_rating_scaled,rating_difference
1152,376,0.0544973544973545,0.39820105820105817,62.51,689980,37.0,61.0,-24.0
356,153,0.0028195488721804588,0.3018170426065164,58.72,17618782,92.0,75.0,17.0
402,139,0.23611111111111108,0.4883585858585857,72.16,894764,27.0,67.0,-40.0
495,174,0.10026859504132231,0.46781450872359964,58.92,277158,44.0,57.0,-13.0
123,60,3.784851220313033e-18,0.6181818181818182,61.97,1994850,66.0,69.0,-3.0
665,228,-0.06626373626373626,0.6247344322344321,59.2,1233247,62.0,61.0,1.0
1007,322,0.10449618789171027,0.49040188667054335,75.81,33144131,66.0,63.0,3.0
115,59,0.2333333333333333,0.4666666666666666,68.5,28256193,54.0,68.0,-14.0
709,217,-0.05364906832298137,0.4754658385093167,78.28,15315354,80.0,81.0,-1.0
171,77,-0.09076704545454545,0.5139362373737374,48.88,26108223,62.0,67.0,-5.0
1048,383,-0.03069482705846342,0.4254094558640012,65.35,1330774,78.0,74.0,4.0
51,22,0.05,0.7,81.97,18050522,62.0,60.0,2.0
529,188,-0.008116883116883118,0.37651515151515147,80.82,4207564,65.0,74.0,-9.0
1324,435,-0.014358725851263162,0.37715351812366743,69.62,155997,76.0,78.0,-2.0
606,234,0.06832801701222754,0.2518341307814992,65.32,15828540,57.0,72.0,-15.0
174,80,-0.038888888888888896,0.4666666666666667,57.91,3619129,55.0,70.0,-15.0
2050,533,0.0768968253968254,0.47646617826617826,68.6,593921,64.0,65.0,-1.0
131,52,0.01454545454545455,0.32181818181818184,73.78,14812463,41.0,64.0,-23.0
328,117,0.03295454545454545,0.2090909090909091,77.98,21545922,87.0,79.0,8.0
598,189,-0.05717893217893217,0.42011183261183255,64.75,1405697,95.0,71.0,24.0
205,90,0.03212121212121215,0.5910984848484848,57.13,24019441,38.0,44.0,-6.0
813,258,0.04905764966740575,0.40244826311899484,62.11,703807,40.0,52.0,-12.0
1631,562,0.010060515873015883,0.4142251984126982,56.18,18952889,59.0,75.0,-16.0
796,238,0.0009311868686868776,0.33117108585858585,78.28,22535918,36.0,50.0,-14.0
227,107,0.05972222222222222,0.2078703703703704,39.37,1214211,77.0,68.0,9.0
179,78,-0.06986111111111111,0.4694444444444444,62.07,6770577,75.0,71.0,4.0
906,329,0.05125188050719964,0.40102084676552757,57.81,699609,54.0,57.0,-3.0
573,211,0.14616301907968576,0.3944219977553312,62.92,474031,61.0,64.0,-3.0
706,270,0.07593995510662177,0.5425364758698091,55.37,390867,32.0,69.0,-37.0
140,59,-0.038095238095238106,0.24551282051282053,37.61,3192886,34.0,58.0,-24.0
138,60,0.24570105820105825,0.4423280423280423,67.38,35934352,44.0,64.0,-20.0
279,113,0.12566844919786097,0.25098039215686274,71.14,1144172,94.0,75.0,19.0
1175,368,0.03580336896663427,0.3315678652413347,65.56,16718585,50.0,57.0,-7.0
1289,350,0.007201012588943624,0.2814586754241926,64.24,990764,69.0,56.0,13.0
915,287,-0.07417471819645734,0.4642109500805152,77.16,2698372,64.0,73.0,-9.0
116,61,0.2111111111111111,0.6722222222222222,53.55,4409112,72.0,70.0,2.0
30,19,-0.2625,0.825,51.52,33341963,29.0,45.0,-16.0
308,125,0.11109461966604824,0.4757908163265305,70.23,3492280,42.0,58.0,-16.0
272,119,0.1529040404040404,0.47222222222222215,61.09,12739295,57.0,59.0,-2.0
251,96,-0.03194444444444444,0.4319444444444444,61.46,3814288,50.0,56.0,-6.0
679,212,0.03621700879765396,0.40374947633012154,64.44,284676,82.0,85.0,-3.0
44,24,-0.11851851851851854,0.42962962962962964,67.45,1881893,31.0,55.0,-24.0
1172,378,0.10278727120832379,0.47960697197539304,66.67,4431656,55.0,66.0,-11.0
544,211,-0.06393097643097644,0.4372053872053872,55.88,479457,56.0,62.0,-6.0
49,26,0.0,0.7999999999999999,59.13,24640712,74.0,69.0,5.0
864,326,0.04801505312868948,0.45656975600157423,53.55,142417,77.0,77.0,0.0
879,322,0.05837391774891775,0.4234036796536796,61.77,33498516,69.0,70.0,-1.0
1376,397,0.17589152393500226,0.5121766578831799,67.08,16204877,33.0,60.0,-27.0
61,36,0.3,0.5,63.53,29840120,41.0,53.0,-12.0
555,181,-0.12617521367521367,0.3678418803418803,67.38,16301666,30.0,47.0,-17.0
1964,577,0.013562877451766339,0.40672732617177065,67.28,9979,68.0,75.0,-7.0
295,127,0.18838383838383838,0.5473905723905724,55.37,17470255,83.0,74.0,9.0
165,81,-0.08881673881673882,0.43344155844155846,50.87,350321,59.0,55.0,4.0
906,327,0.036713480318131486,0.29951927917044197,59.13,9535065,80.0,78.0,2.0
730,247,0.01067821067821067,0.47259327973613674,68.5,22427855,56.0,71.0,-15.0
305,124,0.01996047430830038,0.5154479578392621,45.02,6170621,64.0,78.0,-14.0
476,163,0.07734402852049911,0.47565656565656567,65.35,736262,76.0,70.0,6.0
670,243,0.030266203703703694,0.4544560185185184,58.92,3671146,83.0,72.0,11.0
23,12,0.0,0.0,66.07,35699958,50.0,72.0,-22.0
565,208,0.14621212121212118,0.47930735930735946,71.75,3289723,66.0,74.0,-8.0
981,305,-0.03909090909090911,0.35823863636363645,78.48,5073042,57.0,56.0,1.0
73,37,-0.2563131313131313,0.6347763347763349,49.86,7692089,66.0,66.0,0.0
74,36,0.0,0.0,74.53,23399828,58.0,72.0,-14.0
727,237,-0.059763750461424875,0.4022332964193429,72.46,8796061,59.0,58.0,1.0
626,209,-0.06428977272727274,0.4228124999999999,70.43,25491,65.0,74.0,-9.0
541,185,0.07236590038314178,0.4516283524904215,74.32,24334645,77.0,70.0,7.0
739,270,0.07732776482776482,0.40927868427868436,56.89,2168783,37.0,56.0,-19.0
1155,312,0.04978354978354977,0.42021103896103884,73.92,29609480,49.0,65.0,-16.0
80,38,-0.019047619047619042,0.5952380952380951,63.73,2450828,47.0,49.0,-2.0
72,35,0.1125,0.2875,66.37,5560593,73.0,65.0,8.0
529,200,0.06024449035812673,0.5410296143250687,58.21,2296721,55.0,69.0,-14.0
203,86,0.013131313131313138,0.408080808080808,70.16,1186395,66.0,72.0,-6.0
1046,374,0.016750090187590185,0.3952681577681578,56.59,2795282,50.0,59.0,-9.0
693,223,0.09469387755102043,0.41342229199372055,82.54,2971654,49.0,59.0,-10.0
924,314,-0.07695797258297257,0.31732593795093794,68.1,21810192,65.0,64.0,1.0
888,275,0.010437710437710433,0.410016835016835,65.56,461322,79.0,86.0,-7.0
402,158,-0.054582146248812906,0.4250949667616335,69.01,282964,91.0,79.0,12.0
728,237,0.08998408998408998,0.4086874308028155,55.98,26505302,79.0,61.0,18.0
739,232,0.13435220935220937,0.4184346434346434,64.04,277710,47.0,62.0,-15.0
224,85,0.007857142857142858,0.6064285714285714,75.84,20837994,59.0,65.0,-6.0
150,66,-0.06547619047619048,0.3154761904761905,69.52,26108501,75.0,67.0,8.0
628,246,-0.03366831581117295,0.4054138321995464,61.97,15782460,85.0,77.0,8.0
555,187,0.06781305114638449,0.2809082892416226,70.53,9195136,22.0,53.0,-31.0
828,280,-0.024147033522033522,0.4213009213009213,66.88,32864632,59.0,73.0,-14.0
355,140,0.008636363636363636,0.5419900932400932,70.13,3016738,48.0,72.0,-24.0
237,112,-0.06484487734487734,0.550450937950938,49.65,3887641,60.0,72.0,-12.0
885,291,0.05678352148940384,0.3853436324024559,63.29,1368785,34.0,54.0,-20.0
365,152,0.10000000000000002,0.45999999999999996,56.69,2052646,63.0,65.0,-2.0
747,243,0.16702898550724632,0.5067028985507246,81.53,5731328,49.0,57.0,-8.0
1079,311,0.07329650323836372,0.35388435853552136,76.35,3479886,66.0,76.0,-10.0
876,284,0.044793823326432024,0.4181116287094548,73.37,2056466,43.0,48.0,-5.0
45,25,0.15,0.3416666666666666,44.75,7815867,57.0,68.0,-11.0
132,62,0.024999999999999994,0.3527777777777778,41.74,3667955,54.0,73.0,-19.0
75,38,0.1,0.4928571428571429,75.54,15912142,49.0,69.0,-20.0
846,283,-0.024584768972524068,0.455190387843449,63.29,5476946,61.0,66.0,-5.0
95,53,0.1,0.1625,62.01,25697457,44.0,51.0,-7.0
1303,421,0.029154995331465917,0.3832866479925303,60.35,667945,86.0,81.0,5.0
101,42,-0.17500000000000002,0.5059523809523809,78.99,7839740,42.0,56.0,-14.0
818,288,-0.08740155795240541,0.2679678137305256,69.72,725984,68.0,62.0,6.0
430,169,0.02088744588744589,0.42216450216450213,63.63,1397377,72.0,76.0,-4.0
558,208,0.011026936026936024,0.5222222222222221,58.52,3382856,51.0,69.0,-18.0
824,275,-0.05532407407407407,0.4979497354497355,71.14,1179229,52.0,66.0,-14.0
654,223,-0.012290588814979067,0.591642030056664,53.04,1167226,65.0,65.0,0.0
893,300,0.02048325823836028,0.4249028182701652,66.37,729979,83.0,81.0,2.0
343,131,-0.040726043503821294,0.39848618459729573,58.72,2390396,25.0,50.0,-25.0
270,105,0.24008838383838388,0.39957912457912453,63.09,22814902,56.0,63.0,-7.0
431,171,0.11834967320261439,0.5136111111111112,60.24,2511267,57.0,72.0,-15.0
755,262,0.0020355065809611267,0.28125191307009484,66.98,15656621,46.0,65.0,-19.0
335,124,-0.021818181818181816,0.48714285714285716,69.01,27320682,67.0,69.0,-2.0
579,195,-0.12663690476190476,0.3318877551020409,70.13,2559570,81.0,71.0,10.0
564,191,0.09071180555555557,0.4251736111111111,78.59,1686679,80.0,72.0,8.0
1109,294,-0.11650132275132277,0.40994268077601403,81.12,2232503,57.0,71.0,-14.0
34,21,0.06999999999999999,0.3366666666666667,63.02,35630780,70.0,63.0,7.0
890,290,0.042542359074617155,0.5005946562398176,57.1,3056404,27.0,46.0,-19.0
549,196,0.055476190476190484,0.5016666666666667,64.2,3030953,69.0,60.0,9.0
149,68,0.2905303030303031,0.28510101010101013,74.73,30481661,33.0,51.0,-18.0
850,320,0.07428571428571427,0.523723316912972,57.81,736222,16.0,63.0,-47.0
540,200,-0.005446428571428574,0.45023809523809527,68.3,1763713,48.0,61.0,-13.0
641,209,0.04474474474474477,0.4773595023595025,68.91,924767,48.0,63.0,-15.0
789,244,0.07473005921281782,0.42751654475792406,66.88,2435668,29.0,46.0,-17.0
741,292,0.008570075757575762,0.38151830808080817,62.48,16733548,95.0,75.0,20.0
424,134,-0.08624338624338626,0.47566137566137573,83.05,932864,93.0,76.0,17.0
289,117,-0.03552769070010448,0.3059038662486938,56.08,37210334,58.0,72.0,-14.0
160,82,0.04615384615384615,0.3974358974358974,38.86,33183721,61.0,65.0,-4.0
220,78,0.11666666666666664,0.45208333333333334,63.8,8691570,73.0,72.0,1.0
505,195,-0.14299476243920692,0.375065469509914,62.07,3154773,54.0,66.0,-12.0
592,227,0.020353535353535346,0.48112058080808084,61.26,1409665,71.0,65.0,6.0
148,66,-0.004545454545454548,0.38181818181818183,58.92,5266283,60.0,72.0,-12.0
674,229,0.030969387755102048,0.3129081632653062,66.67,648921,82.0,73.0,9.0
989,332,0.11084617360041094,0.4216919803360481,62.17,9183822,68.0,72.0,-4.0
124,63,0.0990358126721763,0.2849173553719008,51.52,23286064,63.0,71.0,-8.0
280,113,-0.23750000000000002,0.41875,53.81,21381088,66.0,71.0,-5.0
99,53,0.011217948717948713,0.48365384615384616,49.79,18890732,74.0,72.0,2.0
1062,345,-0.03439180768726224,0.4627074314574315,60.89,1828138,57.0,64.0,-7.0
662,259,0.011417748917748922,0.29740259740259734,53.65,99454,86.0,79.0,7.0
134,71,-0.0006944444444444489,0.22361111111111112,64.41,5615617,80.0,81.0,-1.0
217,86,0.10570175438596491,0.46315789473684216,64.14,33219990,82.0,75.0,7.0
832,294,0.021120689655172407,0.3605911330049261,73.98,6152265,64.0,69.0,-5.0
109,57,-0.07003367003367002,0.37037037037037035,53.21,970846,72.0,72.0,0.0
730,214,0.10790816326530611,0.4991496598639455,76.66,2017208,61.0,68.0,-7.0
637,221,0.08970899470899471,0.268912938912939,71.99,1945359,41.0,58.0,-17.0
59,30,-0.2451388888888889,0.39375000000000004,68.94,17570003,71.0,65.0,6.0
789,292,-0.13486952861952864,0.3591540404040405,70.63,113460,92.0,81.0,11.0
812,271,0.035823390701439486,0.3693080632105022,66.57,9835,76.0,71.0,5.0
388,163,-0.04846189164370982,0.35596877869605137,46.1,123464,75.0,80.0,-5.0
907,279,-0.11712406015037594,0.32702380952380955,54.26,2313660,30.0,60.0,-30.0
100,49,0.07957142857142858,0.7113809523809523,75.17,5082874,49.0,63.0,-14.0
876,287,0.0274103468547913,0.4726693573915796,65.76,2000074,82.0,77.0,5.0
157,63,0.1318181818181818,0.3931818181818182,72.29,19522686,76.0,60.0,16.0
3077,691,0.08204608193738629,0.44978964444802977,77.37,23325348,65.0,65.0,0.0
1592,505,0.07482931354359924,0.4125504099075528,71.34,2488667,33.0,65.0,-32.0
190,89,0.13999999999999999,0.440952380952381,60.55,28980301,72.0,72.0,0.0
694,240,0.09031746031746032,0.4227777777777778,69.21,303933,68.0,65.0,3.0
31,15,0.1787878787878788,0.48484848484848486,57.95,31686358,50.0,58.0,-8.0
67,29,-0.16999999999999998,0.53,81.83,11992824,25.0,61.0,-36.0
881,280,0.07472365161044406,0.3591242614827521,68.1,537200,37.0,53.0,-16.0
1283,361,0.06770377384960719,0.3650876823793489,66.78,706990,62.0,67.0,-5.0
826,298,0.11446982136637311,0.44419378514206104,55.17,1962520,60.0,64.0,-4.0
178,85,0.11504329004329003,0.34357142857142864,65.52,32582773,57.0,67.0,-10.0
683,243,0.0029356060606060626,0.41414141414141414,58.01,2749550,79.0,78.0,1.0
781,295,-0.04604072398190047,0.45513848896201836,55.27,222500,52.0,69.0,-17.0
234,108,0.19448051948051948,0.5892857142857143,53.44,2645046,48.0,64.0,-16.0
901,281,-0.041246871042789415,0.43201460670848413,64.24,930143,71.0,64.0,7.0
172,67,0.02402597402597403,0.5077922077922078,69.01,5700963,65.0,67.0,-2.0
976,272,0.13954199735449735,0.42908399470899483,74.83,26072991,46.0,61.0,-15.0
322,106,0.05450487012987013,0.37439123376623373,64.34,1923049,66.0,60.0,6.0
1587,499,-0.07573200358010489,0.3576748497634574,65.56,5430789,64.0,60.0,4.0
1460,422,-0.031218905472636817,0.3481343283582089,59.64,934524,64.0,80.0,-16.0
101,58,0.02820512820512821,0.4,56.79,12510014,57.0,68.0,-11.0
929,293,-0.044992371016961165,0.42710063160882833,53.41,1182345,69.0,59.0,10.0
618,223,-0.04265873015873015,0.4124503968253969,60.24,1580932,23.0,47.0,-24.0
199,80,-0.0050000000000000044,0.45999999999999996,62.61,21922672,66.0,66.0,0.0
39,17,0.14814814814814814,0.4712962962962963,67.76,26375917,71.0,59.0,12.0
493,183,0.009896999552171971,0.4584826093446784,69.11,29373289,58.0,71.0,-13.0
50,26,0.19999999999999998,0.5,64.04,6831954,29.0,43.0,-14.0
548,217,0.006666666666666662,0.2847222222222222,61.26,1129041,67.0,73.0,-6.0
152,73,0.020833333333333332,0.25833333333333336,45.63,1312930,50.0,57.0,-7.0
567,214,0.012069077875529487,0.41371293580970997,66.78,1181830,64.0,70.0,-6.0
764,263,-0.18919753086419758,0.3181327160493827,68.2,30275,89.0,78.0,11.0
169,67,0.015610047846889937,0.5829545454545454,63.53,5236777,73.0,71.0,2.0
401,138,0.06164021164021164,0.3903439153439154,71.24,30468471,87.0,74.0,13.0
102,55,-0.0125,0.06666666666666667,33.75,35001111,57.0,59.0,-2.0
100,46,0.027777777777777776,0.25833333333333336,81.97,26966982,51.0,57.0,-6.0
351,156,0.11533704390847249,0.44217687074829926,51.92,676038,81.0,77.0,4.0
1070,285,0.08949535789158432,0.43206049715483685,65.05,1608670,64.0,72.0,-8.0
919,298,0.09993342516069789,0.5703351698806246,67.69,27193568,58.0,63.0,-5.0
887,275,0.09793169793169794,0.40486050986051,64.54,50486,50.0,66.0,-16.0
527,185,0.03432774954514085,0.4353943158290985,67.28,67411,45.0,60.0,-15.0
399,152,0.05191000918273645,0.5168686868686869,56.08,5906792,45.0,58.0,-13.0
179,87,0.1810966810966811,0.3712481962481962,61.46,14884678,39.0,47.0,-8.0
60,34,0.1,0.375,57.98,29399210,55.0,60.0,-5.0
747,258,-0.01641975308641975,0.47567901234567905,64.85,254269,60.0,63.0,-3.0
88,42,0.18571428571428572,0.2928571428571428,72.16,30636098,39.0,23.0,16.0
957,315,-0.0721290283790284,0.5084836459836459,65.66,1095555,14.0,62.0,-48.0
656,201,0.16502849002849,0.4477920227920228,63.39,93559,56.0,68.0,-12.0
889,286,0.057026143790849686,0.42013574660633485,68.4,221489,55.0,70.0,-15.0
607,183,-0.02326839826839826,0.49522778808493095,80.62,34059469,25.0,34.0,-9.0
73,36,0.10166666666666666,0.5216666666666667,66.37,21549300,68.0,67.0,1.0
831,287,0.07806116722783389,0.3409034792368125,67.28,1428048,76.0,77.0,-1.0
437,159,0.10072887970615244,0.4299676964449692,68.6,1927548,89.0,72.0,17.0
1053,332,0.10733480356121865,0.5029649595687332,50.09,675935,72.0,70.0,2.0
1037,321,0.012431457431457432,0.4780447330447328,66.37,667361,65.0,76.0,-11.0
468,184,0.013333333333333336,0.4828571428571428,57.91,547526,59.0,57.0,2.0
769,257,-0.027044252044252044,0.33297859547859554,73.92,2317340,30.0,56.0,-26.0
65,29,-0.08333333333333333,0.6428571428571429,59.64,528256,54.0,64.0,-10.0
327,140,0.09044871794871796,0.35025641025641013,58.92,3644955,85.0,69.0,16.0
165,71,0.07864583333333335,0.2987847222222222,68.2,1291727,54.0,54.0,0.0
555,203,-0.03867845117845118,0.33181818181818185,72.36,234382,70.0,71.0,-1.0
910,304,-0.02040895061728396,0.3811728395061728,58.11,695227,70.0,73.0,-3.0
466,151,0.059876543209876544,0.43649097815764476,66.47,30408196,70.0,70.0,0.0
41,26,0.0,0.0,36.97,3471159,44.0,60.0,-16.0
848,280,0.16670995670995667,0.4749458874458873,67.49,1684625,56.0,71.0,-15.0
779,289,0.07456709956709956,0.5061958874458874,60.35,6739637,68.0,81.0,-13.0
525,192,-0.11267878787878788,0.40518181818181825,59.74,2838499,58.0,70.0,-12.0
29,18,0.0,0.0,54.56,34914699,30.0,51.0,-21.0
210,83,0.20784313725490194,0.49313725490196075,80.11,31357325,28.0,56.0,-28.0
130,59,-0.013888888888888876,0.4583333333333333,57.64,22591470,87.0,70.0,17.0
111,56,0.23333333333333334,0.6366666666666666,60.24,30272395,36.0,42.0,-6.0
860,290,0.12185314685314687,0.39367715617715615,66.78,1801280,50.0,66.0,-16.0
262,102,0.20510101010101012,0.4923737373737373,65.35,5848001,47.0,68.0,-21.0
690,219,0.10582128273617634,0.46030656105124185,65.35,2585223,62.0,63.0,-1.0
1066,396,0.12719941348973604,0.42225073313782985,69.21,555629,28.0,62.0,-34.0
806,265,0.058051580621025056,0.4808403530625752,66.78,1686031,58.0,70.0,-12.0
541,171,0.06910714285714285,0.32607142857142857,71.95,5073426,74.0,65.0,9.0
1061,324,-0.02136259208627629,0.41590149616465394,71.65,27658890,18.0,49.0,-31.0
792,241,0.023863636363636368,0.33253367003367,58.62,8078282,53.0,66.0,-13.0
1010,354,0.012341514417785608,0.44247780468119446,58.92,6470956,39.0,62.0,-23.0
114,73,-0.4,0.7,1.39,8802748,69.0,73.0,-4.0
678,227,-0.005059523809523812,0.35386904761904764,70.33,20181491,50.0,57.0,-7.0
539,188,0.2855714285714286,0.49914285714285717,69.31,19399172,76.0,74.0,2.0
675,221,0.11922604422604424,0.32962735462735454,61.16,29650834,52.0,67.0,-15.0
1100,373,-0.08318452380952382,0.36108630952380943,61.97,633855,49.0,63.0,-14.0
1060,298,0.07184507411780137,0.3922192706283613,76.56,30574080,41.0,58.0,-17.0
962,307,-0.014177881297446517,0.4273378191856452,78.79,30865082,46.0,49.0,-3.0
2057,510,-0.05400155400155403,0.4410405566655564,77.06,20756695,53.0,47.0,6.0
778,258,0.007578060237634707,0.4266026526664825,67.69,158982,57.0,67.0,-10.0
95,45,0.008333333333333325,0.3541666666666667,59.26,7914630,57.0,67.0,-10.0
380,134,0.031913731913731896,0.37211984711984714,66.37,666948,40.0,64.0,-24.0
898,310,0.012654466745375835,0.44148170011806387,57.0,536009,76.0,74.0,2.0
369,142,0.08190909090909089,0.4831818181818182,66.67,1665678,46.0,60.0,-14.0
243,92,0.13076923076923078,0.3679487179487179,52.53,11779733,41.0,39.0,2.0
1126,374,0.014787878787878787,0.24051515151515154,64.95,1602002,75.0,71.0,4.0
146,70,-0.33125,0.8166666666666668,52.9,5929445,50.0,53.0,-3.0
572,192,0.03520923520923521,0.228968253968254,78.59,2903396,27.0,47.0,-20.0
974,332,-0.06417624521072796,0.3936713191023536,62.58,3383952,51.0,73.0,-22.0
343,144,0.06062358276643991,0.4689682539682539,55.78,11337966,91.0,75.0,16.0
934,311,0.017747588668641307,0.48195052023999385,56.39,17175592,54.0,65.0,-11.0
142,52,0.15481481481481482,0.5266666666666667,72.09,4343386,51.0,52.0,-1.0
178,94,0.22010489510489512,0.5458624708624709,52.39,1722134,51.0,57.0,-6.0
670,242,-0.04399515738498791,0.4004882970137208,68.81,1721255,41.0,56.0,-15.0
371,156,-0.029066985645933012,0.45793460925039875,48.03,3168490,54.0,71.0,-17.0
708,270,0.14841470258136924,0.46095679012345675,53.34,1134216,74.0,75.0,-1.0
87,52,-0.045,0.6199999999999999,46.1,1637639,77.0,72.0,5.0
1110,353,-0.04183480453972256,0.26508887287575816,71.24,19474401,64.0,78.0,-14.0
927,309,-0.05884531590413942,0.3743681917211329,66.17,2480828,18.0,49.0,-31.0
837,318,0.08003685503685504,0.4048525798525799,56.89,695780,73.0,82.0,-9.0
629,213,0.07774891774891776,0.3676596320346321,76.15,5028914,48.0,63.0,-15.0
826,284,0.06854715991079627,0.502975862521317,62.07,2159529,50.0,57.0,-7.0
700,295,0.07537572490402679,0.49994282447112626,51.18,897540,49.0,61.0,-12.0
512,202,-0.005808080808080804,0.34458218549127645,56.18,350847,67.0,66.0,1.0
62,36,0.16997245179063358,0.4882920110192837,59.47,11155843,51.0,70.0,-19.0
682,223,0.030945263445263455,0.3912189462189462,57.61,24676396,82.0,71.0,11.0
40,25,0.15,0.5833333333333334,47.79,35874130,42.0,64.0,-22.0
124,60,0.16770833333333335,0.47500000000000003,51.89,20700027,67.0,74.0,-7.0
59,30,0.024999999999999998,0.18055555555555555,55.58,19360121,66.0,63.0,3.0
991,303,0.07917147667147667,0.4663795695045694,66.47,4576677,49.0,70.0,-21.0
1062,325,0.06484709247867144,0.36341864762917386,68.5,31727546,56.0,74.0,-18.0
1148,363,-0.021449456975772767,0.3799836128783497,70.73,5670572,49.0,66.0,-17.0
260,124,0.0855263157894737,0.5653508771929824,55.34,15106016,70.0,75.0,-5.0
159,68,0.08128443526170798,0.5039944903581267,64.54,32777848,64.0,73.0,-9.0
1399,400,-0.08211279461279467,0.49429551929551907,68.6,19992131,36.0,59.0,-23.0
150,66,-0.06574074074074074,0.4083333333333333,61.6,6181084,59.0,68.0,-9.0
735,275,0.12927565392354123,0.4886317907444668,42.31,1105412,79.0,71.0,8.0
314,136,0.011184210526315793,0.4114035087719299,64.64,32581840,75.0,68.0,7.0
74,33,0.12,0.24666666666666667,63.19,30268530,64.0,68.0,-4.0
499,174,-0.08925084175084173,0.27851851851851855,59.84,593184,34.0,58.0,-24.0
829,260,-0.033202197412723726,0.35670603275866436,67.38,3903364,82.0,82.0,0.0
1087,295,0.05658541194255481,0.3828420256991684,74.02,3701905,61.0,66.0,-5.0
765,305,0.05414642724425334,0.3747836101096971,73.88,9822793,51.0,69.0,-18.0
494,175,0.10341810966810969,0.3925843253968253,81.02,5515243,36.0,38.0,-2.0
1556,465,0.16019570707070707,0.5037024658348188,66.17,5169996,48.0,65.0,-17.0
213,96,-0.36041666666666666,0.6291666666666668,49.62,33096336,60.0,64.0,-4.0
757,255,-0.014523385111620409,0.39226720991426867,56.89,732851,49.0,64.0,-15.0
808,265,-0.044412878787878786,0.44356060606060604,68.2,1031573,46.0,61.0,-15.0
177,87,-0.019047619047619053,0.48095238095238096,61.7,1607765,56.0,68.0,-12.0
62,34,-0.1090909090909091,0.4792207792207792,51.52,31106576,48.0,57.0,-9.0
748,238,-0.02805308726361358,0.2785344041922989,76.15,2807023,49.0,66.0,-17.0
137,70,0.16923076923076924,0.49999999999999994,52.02,16512703,34.0,53.0,-19.0
176,73,0.0475,0.5541666666666666,40.35,277666,15.0,53.0,-38.0
102,54,0.35000000000000003,0.6370370370370371,53.41,2783427,46.0,68.0,-22.0
541,203,0.08970189701897018,0.4511517615176151,68.3,73585,67.0,74.0,-7.0
153,66,-0.0008333333333333387,0.5133333333333333,59.94,2642703,36.0,61.0,-25.0
530,205,0.029586516424751713,0.43411191749427047,60.24,45242,76.0,73.0,3.0
721,237,-0.02419733044733045,0.40571789321789314,68.81,2639650,68.0,75.0,-7.0
286,101,0.029004329004328994,0.3667207792207793,69.82,435566,75.0,66.0,9.0
177,86,0.11593406593406594,0.3513736263736264,57.2,7358580,51.0,56.0,-5.0
100,43,0.15000000000000002,0.4,53.81,22835906,76.0,67.0,9.0
576,230,-0.059706761492475766,0.33055040197897345,57.61,142274,70.0,62.0,8.0
841,290,-0.013647559337214498,0.50077250335871,69.72,2769128,53.0,67.0,-14.0
32,18,-0.3,0.4,57.77,4946798,62.0,61.0,1.0
882,235,0.05008665082194494,0.574762682850918,86.94,1499129,64.0,64.0,0.0
578,185,0.0021650326797385527,0.35898692810457516,81.33,748937,44.0,77.0,-33.0
911,285,-0.019844340057106013,0.45268029842497914,66.78,6551171,28.0,47.0,-19.0
562,212,0.045535714285714284,0.4199404761904761,59.13,3409175,65.0,67.0,-2.0
354,147,0.09283746556473828,0.4331955922865014,59.84,4543239,53.0,63.0,-10.0
556,191,0.018079501915708805,0.4617337164750957,70.02,1511944,45.0,75.0,-30.0
865,299,0.13446248196248198,0.4228607503607505,62.92,237303,46.0,68.0,-22.0
128,60,-0.04618055555555558,0.5666666666666668,63.8,33757147,66.0,71.0,-5.0
1286,395,-0.050339006503390085,0.5864832275791179,69.01,7770667,72.0,73.0,-1.0
118,50,-0.011458333333333341,0.4865785256410256,68.16,3907719,52.0,64.0,-12.0
732,228,0.08651094276094279,0.3651725589225589,79.9,156558,55.0,64.0,-9.0
124,56,0.20128205128205126,0.6833333333333335,66.23,35581555,49.0,61.0,-12.0
94,47,-0.08333333333333334,0.3104166666666667,80.21,1166501,57.0,71.0,-14.0
1156,279,-0.011065465147097801,0.37537216185175376,75.13,34482077,63.0,69.0,-6.0
1035,369,0.05696428571428571,0.43727891156462567,60.89,6911871,18.0,46.0,-28.0
320,132,-0.08102453102453101,0.4815584415584416,74.49,1060187,87.0,74.0,13.0
795,255,-0.04693877551020407,0.4799481697440882,70.84,1899307,88.0,78.0,10.0
417,149,-0.028357487922705316,0.3613285024154589,70.94,980601,71.0,72.0,-1.0
1242,344,0.06521164021164022,0.3305866791160908,77.98,20926831,76.0,66.0,10.0
666,234,0.08027009222661396,0.4736660079051384,63.43,9051332,75.0,70.0,5.0
882,303,0.16277489177489177,0.49030519480519474,67.69,5191706,52.0,64.0,-12.0
1089,316,0.04186250257678829,0.37018140589569154,68.4,7369863,37.0,55.0,-18.0
529,215,-0.09000000000000002,0.41800000000000004,40.52,1494502,34.0,57.0,-23.0
478,189,0.05011111111111112,0.28855555555555557,42.95,99459,42.0,66.0,-24.0
269,119,-0.12091503267973855,0.2895424836601307,68.4,547687,86.0,72.0,14.0
721,247,0.12575719198059623,0.45874934757913477,54.56,3803778,48.0,63.0,-15.0
124,63,0.013215488215488208,0.4026936026936027,51.21,25707959,62.0,65.0,-3.0
664,239,0.0894770879526977,0.4754249815225425,69.31,2912851,64.0,74.0,-10.0
